ID,First_Name,Last_Name,State,Five_Star_Reviews,Four_Star_Reviews,Three_Star_Reviews,Two_Star_Reviews,One_Star_Reviews
642375,Katherine,Autumn,Colorado,85,28,83,93,31
110341,Jessica,Brad,Wyoming,18,83,87,41,6
577043,Laura,Lindsey,Oregon,30,91,86,39,26
599963,Sharon,Beth,Wyoming,44,46,62,89,53
645704,Nicholas,Michael,Vermont,44,81,99,55,78
878860,Jennifer,Brandon,Kentucky,35,10,86,27,78
631447,Dana,James,Utah,83,66,10,33,23
501747,Alicia,John,New Jersey,2,39,61,79,49
686411,Maria,Natasha,Texas,5,13,82,84,35
276238,John,Caitlin,West Virginia,37,4,69,44,100
377750,Rebecca,Lorraine,Georgia,76,15,46,77,32
456733,Kathy,Charles,Oregon,25,87,3,60,62
840110,Brenda,Tracy,Rhode Island,16,90,62,24,24
430518,Melissa,Matthew,New Mexico,16,35,40,88,83
880845,Cameron,Anthony,Idaho,92,50,93,97,98
181873,Christine,Michael,Florida,39,75,74,4,2
560500,April,Stacey,Wisconsin,16,6,76,5,33
367199,Austin,Justin,New Mexico,4,93,40,51,79
825656,Elizabeth,Robert,Kansas,11,21,1,78,85
785933,Sherry,Jennifer,Illinois,11,98,11,83,88
435102,Daniel,Richard,Ohio,53,60,80,78,49
564836,Christopher,Robert,Wisconsin,15,88,73,21,24
278437,Sarah,Katelyn,Oklahoma,12,27,41,50,12
897753,Dylan,Michael,Minnesota,19,68,19,65,14
601044,Daniel,Walter,Maine,43,42,65,43,88
382419,Jeremy,Sierra,South Dakota,94,90,41,35,44
889410,Bobby,Charles,Indiana,1,20,56,11,79
242964,Richard,Michelle,South Dakota,86,95,25,94,74
387697,Cassandra,Thomas,Wisconsin,94,78,40,88,32
302187,Sarah,Tina,Alabama,2,3,68,34,4
698737,Angela,Sonya,Ohio,74,14,84,46,68
392486,Donald,Alec,Kentucky,66,100,96,78,46
389246,Teresa,Suzanne,Wyoming,5,47,86,100,90
516335,Edward,Jeremy,Montana,95,34,64,38,33
268441,Mary,Crystal,New Mexico,63,43,6,11,26
496458,Michael,Edward,Michigan,26,71,39,75,75
520171,Kevin,James,Oklahoma,49,19,66,76,8
516428,Teresa,Monica,North Carolina,37,69,93,46,99
646288,Matthew,Danielle,Arkansas,64,13,95,31,22
500386,Carlos,Timothy,Kansas,59,68,84,24,15
256102,Victoria,Gina,Wyoming,78,23,5,96,86
558835,William,James,New Jersey,45,45,95,4,70
834469,Benjamin,Matthew,Utah,98,89,78,77,39
612743,Rodney,Adam,Connecticut,12,47,86,85,8
863874,Kelly,Jasmine,Vermont,7,77,4,3,54
565616,Christopher,Tracey,Missouri,72,10,55,39,18
851926,Michael,Cynthia,New Hampshire,6,15,82,44,68
404864,Robert,John,Ohio,94,25,39,93,35
602041,Brian,Amber,Nebraska,81,73,50,13,92
728868,Jeffrey,Yvette,Wisconsin,5,92,31,90,74
791343,Holly,Sherri,Oregon,93,79,5,82,49
608983,Jonathan,Stacey,Georgia,15,23,50,20,28
783212,Michael,Christine,Illinois,48,62,77,47,72
240415,Jeffrey,Jessica,Michigan,13,70,85,56,28
760210,Sheila,Peter,Kansas,30,55,100,79,82
738675,Donna,James,Oklahoma,3,27,78,93,13
122048,Douglas,Cindy,California,26,5,26,15,44
617533,Stephen,John,New Jersey,97,75,96,24,92
583046,Jamie,Elizabeth,North Carolina,87,39,90,56,44
478683,Bruce,Amanda,Wisconsin,39,16,14,51,87
703380,Brianna,Michelle,Montana,79,22,2,7,61
402389,Daniel,Lindsay,Florida,53,40,96,26,16
113405,Richard,Bruce,Maine,55,15,55,15,73
646135,Warren,Melissa,Indiana,18,16,18,94,48
572724,Leonard,Brandon,Virginia,25,26,43,100,3
333753,Karla,Jennifer,Oregon,21,32,64,85,28
142154,Jenny,Ryan,North Dakota,81,10,11,47,95
746241,Travis,Benjamin,Florida,43,100,79,71,87
241981,Roy,Paul,Georgia,21,100,24,50,56
191004,Patrick,Adam,North Dakota,4,55,53,44,56
318047,Jennifer,Anthony,Louisiana,55,35,33,55,44
725101,Amy,Rachel,Pennsylvania,87,24,67,3,43
658969,Dawn,Megan,Ohio,2,64,12,19,14
409141,Anthony,Thomas,Pennsylvania,83,8,13,16,64
447036,Samuel,Haley,Rhode Island,35,64,80,68,9
542790,Kristopher,Nicholas,New Mexico,54,18,94,52,92
181205,Diana,Emily,Rhode Island,85,18,86,68,55
832979,Nicole,William,Florida,50,91,49,32,30
110181,Andrew,Michael,Kentucky,5,27,23,41,35
182669,Tammy,Christine,Idaho,15,33,3,21,35
533653,Jennifer,Patricia,Mississippi,15,17,19,70,61
113477,Fernando,Brandi,Wyoming,84,53,83,91,52
456789,Kathleen,Frank,Nevada,5,53,7,1,72
796322,Melissa,Mary,Indiana,2,9,31,92,14
425992,Mark,Mckenzie,Colorado,85,91,50,8,63
586880,Paul,Sally,Alabama,94,56,28,84,54
404040,Brian,Robert,Illinois,78,85,46,85,56
347416,Joshua,Elizabeth,Tennessee,58,84,82,39,71
122945,Michelle,Debra,South Dakota,36,88,88,39,4
514732,Cynthia,Donna,Maine,53,26,19,69,87
815079,Lori,Andrew,Michigan,60,63,62,22,24
123451,Luke,Mark,Illinois,35,48,15,63,80
735778,April,Jennifer,Kansas,66,75,28,23,39
894093,Matthew,Christopher,Idaho,74,23,12,61,7
536690,Michael,Beth,North Dakota,91,84,67,42,72
549941,Bridget,Robert,Massachusetts,12,76,39,11,11
326689,Jamie,Jeffrey,Mississippi,67,38,29,31,48
639428,Cynthia,Donald,Alabama,27,66,33,32,23
142314,Timothy,Lindsay,South Dakota,59,3,96,21,100
601587,Melissa,Joseph,New Hampshire,32,69,79,10,22
142308,Nicholas,Michele,Maine,86,35,14,9,98
804659,John,Deanna,Vermont,1,51,55,48,11
428194,Brian,Kevin,Wisconsin,98,51,8,87,81
559628,Sharon,Dakota,Indiana,75,96,33,26,88
530811,Christina,Craig,Minnesota,53,45,37,62,23
319567,Emily,Denise,Oklahoma,98,41,98,33,7
541361,Francisco,Elizabeth,Utah,70,79,45,73,19
134864,Michael,Jamie,Mississippi,16,9,80,81,7
634978,Kathryn,Kaylee,Rhode Island,36,71,100,66,95
105701,Diane,Vernon,Hawaii,2,69,37,60,49
537726,Lindsey,Mike,New Jersey,90,4,39,53,92
651589,Jenna,Hannah,Colorado,55,41,56,9,54
687597,Krista,Cynthia,Kentucky,66,31,45,26,78
405092,Chelsea,Anthony,Maine,31,77,65,57,70
187190,Colin,Brian,Washington,97,75,80,41,42
871084,Jennifer,Jeffery,Delaware,19,55,75,47,80
351929,Eric,Jason,Minnesota,92,79,40,24,19
688744,Tony,Michael,North Carolina,63,43,46,30,80
367589,Lisa,Brooke,Virginia,23,89,53,5,74
149360,Kimberly,Tara,Arkansas,8,64,75,37,39
122118,Robert,Bethany,Kentucky,24,72,66,15,83
828392,Chad,Tonya,Delaware,28,22,67,39,63
713480,Jason,Christopher,Wisconsin,78,99,24,73,82
729131,Brenda,Gregory,South Dakota,77,9,79,28,12
631524,James,Joshua,Kansas,75,42,48,67,42
237096,Meagan,Jessica,Maryland,4,77,87,20,30
568441,John,Carolyn,Arkansas,21,44,49,67,23
425445,Robert,Joseph,North Dakota,54,88,40,44,81
397076,Nicole,Laura,North Carolina,72,6,64,77,43
260562,Lisa,Gregory,Maine,5,15,87,86,50
863872,Heather,Raymond,Delaware,11,39,35,86,73
435147,Charles,Nancy,Missouri,83,33,79,70,57
400526,Gloria,Trevor,Wyoming,75,89,7,25,9
686142,Christopher,Lucas,Ohio,58,4,58,23,65
775018,Adam,Riley,Wyoming,98,15,85,92,98
191197,Trevor,Gail,Michigan,1,96,8,57,69
436770,Justin,Debra,Maryland,6,9,61,79,95
117281,Pamela,Frank,Alabama,81,25,20,56,18
444268,Brian,Tami,Wisconsin,90,91,98,20,1
803477,Dwayne,Kevin,Kansas,88,69,54,99,53
257965,Daryl,Eric,Nebraska,86,16,19,4,24
256319,Daniel,John,Illinois,99,62,55,82,50
731612,Alex,Pamela,Delaware,7,50,42,38,91
494486,David,Patrick,Alabama,87,14,35,50,56
113126,Michael,Stephanie,Washington,35,49,70,92,36
240025,Mary,Virginia,Michigan,22,15,6,78,56
559376,Mary,Kimberly,Florida,20,20,32,89,44
745212,James,Samantha,Vermont,42,14,10,72,71
708057,Michael,Heather,Nebraska,89,70,66,2,87
530902,Cheryl,Richard,Wisconsin,7,34,2,91,43
705773,William,Pam,Missouri,72,47,72,100,14
332665,Jake,Kimberly,Iowa,32,55,86,59,89
672051,Lisa,Joe,Kansas,65,96,40,90,98
527867,Angela,Steven,Connecticut,95,80,70,4,84
192811,Teresa,Raven,Delaware,81,48,75,94,77
523340,Courtney,Victor,North Carolina,71,6,87,79,45
701003,Kent,Jonathan,Louisiana,5,76,23,15,37
398943,Kevin,Joseph,Idaho,34,79,82,84,22
349906,Jared,Rebecca,Missouri,57,50,92,27,87
606224,Cheryl,Shelby,Rhode Island,56,28,73,87,45
166360,Stephen,Desiree,Nevada,23,26,58,43,47
804360,Cynthia,Jason,West Virginia,91,58,24,62,43
510483,Andrew,Erica,Ohio,36,3,37,29,92
804720,Donna,Christopher,Minnesota,34,68,29,79,87
280960,Michael,Jasmine,Montana,44,64,80,48,53
508783,David,Olivia,Idaho,99,1,20,62,46
126763,Bonnie,Jack,Rhode Island,97,59,7,83,12
899922,Paul,Charles,California,9,87,70,84,36
124387,Eric,Steven,South Dakota,75,56,58,84,24
108605,Valerie,Jacqueline,Tennessee,44,90,41,21,32
796959,Michael,Ashley,Michigan,62,35,28,12,69
477726,Carol,Scott,Virginia,91,68,10,79,7
691345,Holly,Charles,Virginia,18,72,82,54,63
720356,Travis,Sally,Kentucky,63,17,45,64,45
286607,Paul,Danny,Louisiana,44,82,19,28,66
138426,Andrew,Sharon,Connecticut,23,19,12,4,29
752771,Randy,Michael,Mississippi,34,44,64,68,74
447310,Ashley,Melissa,Louisiana,5,82,19,66,67
341852,Pamela,Michael,Pennsylvania,28,5,78,95,100
413951,Dominique,Michael,New Jersey,53,13,76,54,24
719825,Richard,Wayne,North Dakota,78,98,26,26,35
224144,Tiffany,Michael,Pennsylvania,23,27,97,7,53
256412,Richard,Kimberly,Rhode Island,38,18,98,20,50
591405,Aaron,Lisa,North Carolina,66,41,15,12,13
277604,Amy,Susan,Nevada,56,5,49,32,63
126511,Mark,Amy,South Carolina,26,31,11,83,65
898255,Douglas,Patricia,California,25,76,18,76,32
401030,Stephen,Madison,Alabama,80,82,22,56,40
850987,Patrick,Paul,Delaware,25,50,28,7,21
339347,Alexis,Lindsey,New Mexico,96,97,22,75,92
702347,Nathan,Melanie,Hawaii,72,57,16,70,63
586488,John,Sara,South Carolina,44,7,35,72,95
282378,Brent,Brian,Indiana,38,67,10,40,88
603186,Andrew,Bruce,Alabama,28,38,62,28,36
419506,Jessica,Michael,North Carolina,62,79,20,60,80
181201,Lisa,Rachel,Utah,96,79,4,80,70
462495,Gabriela,Luis,Tennessee,1,29,28,14,1
788407,Denise,James,New Jersey,95,99,70,38,92
175394,Karen,Christian,Michigan,39,84,45,37,73
670990,David,Cole,Illinois,60,77,56,47,55
484284,Tina,Andrew,Tennessee,97,12,43,100,23
638740,Samuel,Kelli,Hawaii,91,5,91,48,54
343978,Michael,Jennifer,New Hampshire,91,43,75,9,62
241703,Ronald,Cindy,Connecticut,51,45,27,48,97
232924,Kelly,Michael,Nevada,32,78,25,43,25
356637,Benjamin,Kevin,Connecticut,91,5,100,48,19
532701,Kaitlyn,Deborah,Maine,41,73,83,27,40
169293,Patricia,Derek,Hawaii,21,94,42,75,42
702686,Holly,Jennifer,Tennessee,7,13,70,12,54
565944,Ernest,Cody,North Carolina,70,89,81,6,9
309981,Sandy,Shane,Georgia,2,95,40,97,76
472064,Rebecca,Robert,Arizona,71,86,62,14,92
747143,Karen,Kevin,Oklahoma,90,51,30,78,10
612031,Martin,Angela,Arizona,55,12,21,7,31
760923,Linda,Danielle,Virginia,57,39,73,72,92
239737,Natalie,Emily,Texas,42,84,30,27,54
220536,Stanley,Michael,New Jersey,22,16,75,24,71
675690,Robert,Angela,Connecticut,46,14,95,17,33
411781,Jennifer,Crystal,Kansas,65,32,22,49,63
678587,Debbie,Amanda,Florida,9,78,20,27,85
209136,Michael,Jonathan,Wisconsin,57,90,28,90,59
338728,Sean,Nichole,Wyoming,72,81,100,44,82
321227,Brad,Michael,North Carolina,74,62,97,11,28
665342,Cynthia,Felicia,Washington,49,100,8,65,41
584326,Joe,Diane,Virginia,66,75,81,81,17
184324,Justin,Angela,Delaware,25,75,31,50,89
542291,Arthur,Jennifer,Oregon,20,86,66,59,41
572562,Kyle,Virginia,Pennsylvania,69,48,60,95,72
305014,Daniel,Cynthia,Indiana,55,100,47,30,15
820610,Chris,Laura,Missouri,11,57,7,32,30
888958,Emily,Keith,Alaska,45,27,88,33,40
886550,Hailey,Zachary,Utah,54,46,46,61,69
682069,Ronald,Meghan,Mississippi,72,51,1,91,44
635020,Christina,Mary,South Dakota,23,71,64,59,1
380233,Matthew,Andrew,Oregon,80,43,50,93,9
840529,Melanie,Chelsea,North Carolina,75,74,73,79,13
408543,Michael,Rhonda,Minnesota,98,96,37,60,3
258199,Steve,Thomas,Illinois,40,63,67,87,42
705237,Shirley,Andrew,Utah,70,29,37,100,76
383294,Casey,Andrea,Massachusetts,4,81,55,17,76
805368,Danielle,Nicholas,Nevada,75,56,86,94,14
127693,Adrian,Dana,West Virginia,100,68,2,44,93
791403,Robert,Tiffany,Alabama,71,78,64,59,78
235040,Christina,Sean,South Carolina,65,89,21,31,90
826645,Andrea,Mitchell,California,70,52,35,49,4
728933,Cynthia,Amy,New Hampshire,17,58,86,80,75
790044,Erik,Kathy,Florida,12,33,79,76,63
634465,Donald,Cole,Virginia,13,52,74,20,68
266411,Terri,Richard,Florida,6,95,5,87,95
280256,Michael,Susan,Louisiana,70,75,4,97,54
165002,Kevin,Jill,Nevada,100,93,84,19,3
740355,Laurie,Joseph,Oregon,32,17,86,1,97
867851,Erika,Sheri,Georgia,74,53,15,91,16
815527,Amanda,Kaitlin,Louisiana,94,92,33,84,88
116987,Thomas,Melissa,Wisconsin,3,56,45,14,58
592860,Heather,Wesley,Idaho,90,86,81,94,23
868696,Zachary,Jonathan,Georgia,4,22,6,46,34
368528,Jennifer,Kathy,New York,50,13,46,20,67
819378,Rodney,Richard,Oregon,2,16,87,97,74
631944,Jessica,Virginia,Hawaii,69,25,21,49,83
310412,Jessica,Jack,Delaware,90,85,26,71,94
801732,Megan,Maureen,Oregon,96,13,69,47,84
853813,Michael,Steven,Alabama,18,25,57,94,16
390727,Seth,Dawn,Illinois,49,89,23,15,37
701464,Nicholas,Donald,South Dakota,60,79,46,21,83
669496,James,Danielle,Virginia,89,1,19,57,100
629566,Jeffrey,Haley,Florida,28,36,28,12,68
426904,Lori,Maurice,Ohio,69,24,67,67,32
251750,Janet,Ricky,Florida,48,51,16,80,90
887954,Helen,Danielle,Connecticut,27,96,83,41,94
468062,Heather,Hector,Hawaii,4,92,70,22,55
742021,Vincent,Scott,Florida,72,57,42,12,75
789044,Seth,Stephanie,Arkansas,52,75,48,86,52
808255,Sandra,Rachel,West Virginia,4,51,38,40,62
114030,Kathleen,Johnny,Indiana,31,89,47,79,62
421120,Latasha,Cindy,Alabama,4,83,48,96,61
474044,David,David,South Carolina,96,57,3,85,85
477252,Cody,Samantha,Louisiana,77,75,8,10,3
865172,Ashley,Nicole,Arkansas,60,40,64,28,39
452309,Joseph,Mitchell,New York,66,38,22,19,59
584363,Robert,Michael,Nevada,56,68,6,56,26
415876,Nicole,Omar,Illinois,64,35,54,46,86
475337,Edward,Max,Mississippi,100,59,22,24,8
135032,Andrea,Angela,Ohio,45,64,83,66,86
206457,Phillip,James,Arkansas,96,69,18,14,19
892603,Randall,Marcus,Nebraska,24,42,85,7,93
548609,Amy,Nicole,Iowa,54,92,49,31,48
530237,Julie,Tanya,Nebraska,18,32,76,81,31
503043,Michael,Brian,West Virginia,75,24,17,9,73
689227,Brian,Mary,South Dakota,45,81,67,27,90
775063,David,Derrick,Ohio,55,89,70,32,88
311043,Tammy,Rebecca,New Hampshire,22,15,15,15,91
430111,Michelle,Robert,California,26,87,4,3,35
451058,Eddie,Julie,Iowa,22,86,26,13,76
553675,Jon,Jennifer,North Dakota,92,30,17,93,3
174294,Mary,Valerie,California,25,49,31,73,77
661965,Margaret,Eddie,Florida,71,25,29,29,41
409118,Joel,Jamie,California,41,34,17,87,66
449141,Vicki,Richard,Connecticut,18,50,83,52,40
865018,James,William,Rhode Island,47,67,90,88,67
639402,Alan,Edgar,New York,26,40,76,4,3
209860,Barbara,Jeffrey,West Virginia,17,4,58,75,28
623808,Bethany,Charles,Pennsylvania,96,23,3,27,67
265810,Sean,Karen,Delaware,17,43,44,32,45
139137,Courtney,Thomas,Delaware,99,56,62,49,88
831392,Jessica,Heather,Virginia,36,94,32,1,18
720550,Leslie,Michael,Texas,55,49,48,69,8
297127,Courtney,Scott,New York,79,49,57,57,1
743241,Stephanie,Kathryn,Montana,31,40,17,87,38
452780,Kelly,Janet,West Virginia,60,85,41,43,78
263079,Duane,Shannon,Illinois,49,96,13,61,92
763608,Melissa,Michelle,Connecticut,49,17,39,45,90
246325,Sean,Jason,Tennessee,47,63,19,43,96
410276,Donna,Jeffrey,South Dakota,36,100,42,92,46
571236,Danielle,Kevin,New Jersey,91,30,17,31,6
358561,Jeffrey,Joshua,Idaho,27,82,16,67,77
715626,Danielle,Samuel,Ohio,72,54,29,97,43
486085,Cameron,Joseph,Washington,91,44,98,38,48
861946,Sarah,Monica,Montana,27,93,44,58,89
167600,Jennifer,Katherine,Michigan,38,41,3,67,96
156249,Jessica,Adam,Arkansas,72,99,14,67,13
202550,Maria,Roberto,New York,92,21,20,31,94
535474,Martin,Jacob,North Dakota,8,44,76,96,29
683514,Jennifer,Lisa,South Carolina,82,7,48,65,55
117717,Megan,Robert,Connecticut,51,25,93,13,80
508285,Corey,Ebony,Pennsylvania,32,35,70,10,93
383339,Kimberly,Lance,Tennessee,2,59,91,25,27
208237,Natasha,Phillip,Vermont,17,84,46,18,92
139648,Anna,Zoe,South Carolina,79,71,46,49,70
397827,James,Ashley,Wisconsin,62,84,10,83,9
100534,Keith,Alyssa,Washington,97,97,28,4,14
876335,Nicolas,Eric,Oklahoma,59,19,70,14,14
396701,Mikayla,Anita,Montana,41,43,94,94,40
246913,Ashley,Nicole,West Virginia,56,43,53,80,41
215447,Alexandria,Caleb,Nebraska,12,62,83,44,42
815755,Andrew,Christopher,Iowa,13,15,70,16,14
492772,Todd,Rachel,Alaska,17,2,47,24,29
734754,Michael,Danielle,Kentucky,7,33,86,97,32
439306,Lawrence,Nicholas,West Virginia,61,32,10,7,72
261970,Cindy,Nathan,West Virginia,70,64,17,45,5
228501,Adam,Samantha,Minnesota,11,48,91,82,37
398714,Cassidy,Joseph,Arkansas,54,77,67,74,85
602234,Andrea,Kenneth,North Dakota,19,3,7,38,4
182847,Melissa,Kelly,Arizona,17,61,45,8,29
204976,Maria,Holly,Missouri,27,24,74,79,81
789658,Melissa,Danny,Pennsylvania,62,61,91,19,56
615684,Linda,Juan,Texas,42,48,47,48,3
625293,Caleb,Kimberly,Illinois,42,36,69,79,98
651198,Mike,Jennifer,Iowa,90,28,22,57,81
665740,Yvette,Jackson,Oklahoma,37,22,9,46,36
158573,Christina,William,Delaware,68,23,65,79,75
369934,Marie,Nicholas,Georgia,40,85,4,1,72
629044,Daniel,Thomas,Alaska,27,66,33,39,33
483198,Gregory,Sarah,New Jersey,15,57,72,23,20
496592,Denise,Rebecca,Ohio,16,79,34,15,90
284634,Bradley,Theresa,Oklahoma,60,74,74,56,4
542420,Mary,James,Hawaii,51,42,96,100,96
529048,Pamela,Kristina,South Dakota,75,42,49,83,30
752389,Jonathon,Luis,Texas,14,41,8,20,99
645271,Dennis,April,Alabama,27,59,75,64,53
689515,Angela,Sandra,Pennsylvania,60,65,73,68,73
505415,Carmen,Julie,Missouri,31,34,68,9,44
356606,Renee,Bryan,Wisconsin,48,100,39,14,54
504506,Austin,Katrina,Utah,39,83,53,93,41
354137,Mary,Katherine,Nevada,40,12,64,47,45
689289,Curtis,Lisa,Minnesota,39,12,19,16,88
479576,Andrea,Amanda,Washington,92,100,30,32,65
412750,Michael,Bonnie,South Dakota,87,49,36,31,66
529286,Thomas,Olivia,Missouri,64,80,98,17,19
169219,Krystal,Kayla,Kansas,77,12,48,63,1
635397,Tony,Cesar,Louisiana,19,40,34,78,35
612593,April,Sandra,Kansas,88,78,7,47,14
892688,Margaret,Ricky,New York,6,50,33,33,91
524774,Samuel,Aaron,Alaska,55,98,79,94,100
440657,Melissa,Jennifer,Minnesota,37,77,9,46,11
228475,Melissa,Ronald,Wisconsin,42,95,92,89,6
871552,Jon,Timothy,North Carolina,31,35,77,34,46
563521,Chelsea,Brandon,Mississippi,27,27,70,62,76
797185,Danny,Sean,South Dakota,13,85,13,35,88
390663,Jimmy,Mariah,Rhode Island,34,89,29,94,72
893649,Eric,Sherry,Connecticut,77,26,4,58,94
311592,Kevin,David,Pennsylvania,33,26,41,50,23
822053,Lindsey,Melanie,Vermont,65,26,60,44,72
188519,Mario,Thomas,Nebraska,24,95,40,93,28
463236,Pamela,Zachary,Arkansas,97,62,100,82,53
230394,Amanda,Richard,South Carolina,68,51,7,54,7
109283,Adrian,Lance,New Hampshire,45,10,8,89,89
184596,Jason,Samuel,Massachusetts,49,100,72,92,83
479676,Carla,Paul,Alaska,94,72,50,76,19
597353,Alexander,Nicholas,Maine,24,77,13,34,10
664480,Andrew,Timothy,New York,88,15,83,93,88
512465,Miranda,Brandon,North Carolina,84,84,34,26,70
848709,Robert,Elaine,Kentucky,91,55,60,54,23
186556,Angela,Lisa,Massachusetts,16,8,38,47,2
748896,Ashley,Vincent,Connecticut,63,19,54,46,99
644972,Micheal,Jacob,Hawaii,39,11,97,40,19
517985,Kathy,Kayla,Iowa,54,38,90,46,32
700562,Billy,Andre,North Carolina,14,66,78,55,57
361271,Denise,Taylor,Virginia,94,86,44,8,37
616391,Jody,Jimmy,Mississippi,81,66,25,33,51
320145,Brooke,Amber,Florida,21,85,47,90,40
772298,Shawn,Austin,Kentucky,1,32,51,41,54
591111,Alex,Matthew,Washington,70,64,77,79,88
205685,William,Austin,Massachusetts,55,62,89,42,27
283196,Joshua,Justin,Arkansas,15,19,41,95,11
166597,Eric,Sheila,Connecticut,54,72,83,48,68
211118,Robin,Stephen,Pennsylvania,67,58,70,37,95
808574,Barbara,Loretta,Georgia,80,88,89,73,38
407579,Danielle,Kevin,Michigan,82,9,25,16,98
814390,Donald,Dalton,Iowa,74,23,67,80,21
726636,Holly,Chase,Illinois,39,64,27,96,54
607559,Kyle,Amanda,Pennsylvania,48,22,9,94,68
641256,Matthew,Richard,New Jersey,30,30,67,18,33
508531,Douglas,Robert,West Virginia,50,45,85,58,37
399909,Nicholas,Jonathan,Louisiana,89,73,38,45,21
254629,Tiffany,Kimberly,Alabama,9,95,51,85,29
866700,Anna,Jennifer,Alaska,82,75,52,38,1
523759,Leslie,Autumn,Florida,42,67,30,35,15
227607,Marc,Matthew,Oklahoma,25,43,36,1,25
577559,Jonathan,Matthew,Wisconsin,35,98,45,55,77
704884,Melissa,Jennifer,Wyoming,1,20,3,48,72
729689,Martha,Jose,Idaho,10,64,91,68,40
104836,Robert,Mark,New Jersey,71,20,39,34,83
802706,Paul,Amanda,Utah,44,26,67,82,58
101853,John,Barbara,South Dakota,51,99,91,16,8
738510,Lauren,Yvette,Kentucky,87,12,52,73,42
496831,Richard,Kimberly,Maine,58,47,7,61,68
136420,Christina,Joseph,Washington,97,78,94,93,25
259582,Kelsey,Daniel,Wisconsin,44,42,62,99,64
563642,Angela,Michele,Missouri,4,54,69,29,89
423368,Tara,Wendy,South Carolina,30,29,31,84,62
285510,Alexandra,Jose,Colorado,46,89,39,86,25
530803,Daisy,Tracie,Kansas,68,56,29,7,76
325255,Ariel,Rhonda,Missouri,52,8,5,24,79
483791,Brenda,Misty,Virginia,72,67,47,17,57
661808,Kristin,Kevin,Nevada,45,45,5,12,85
254189,Isaac,Dean,Delaware,20,52,20,39,21
608035,Brian,Martin,New Hampshire,99,100,22,89,43
343167,Mary,Tyler,Kansas,66,42,16,66,68
125324,William,Jonathan,Alaska,77,72,59,8,11
704564,David,Kimberly,Pennsylvania,35,81,3,95,40
472923,Jared,Angela,Pennsylvania,79,50,36,11,88
797214,Craig,Anthony,West Virginia,2,44,35,73,22
563520,Jessica,Justin,Oregon,79,2,81,36,46
819833,Brenda,Tina,North Carolina,85,94,13,94,81
266398,Dwayne,Sean,Oklahoma,49,30,40,14,8
690819,Fernando,Derek,North Carolina,24,51,10,90,73
243414,Alyssa,Frederick,California,7,23,97,37,85
121957,Kelsey,Meghan,Utah,88,97,37,37,52
739696,George,Henry,Arkansas,79,14,86,52,55
614815,Amanda,Wesley,New York,68,71,95,4,43
173947,Don,Robert,South Dakota,21,68,47,89,96
364854,Jennifer,Tina,Utah,84,30,17,59,37
726850,Brian,Deborah,Montana,5,78,39,69,22
729787,Christopher,Kari,Massachusetts,26,75,47,67,57
871922,Tammy,Jennifer,North Carolina,18,66,80,8,90
632394,Alex,Frank,Colorado,4,44,20,65,48
431755,Catherine,Shirley,New York,71,37,95,62,66
814700,Brandon,Julie,Kentucky,49,14,62,96,83
180829,Sara,Kyle,New Jersey,80,42,66,60,94
605816,Bobby,Angela,Indiana,25,29,42,17,19
531617,Julia,Rachel,Vermont,37,87,27,80,11
357117,Robert,Stacey,New Hampshire,50,16,90,53,16
879741,Heather,Scott,Mississippi,10,94,15,14,97
477287,Christopher,Joyce,Montana,30,88,29,76,5
729088,Jennifer,Brandy,Hawaii,60,88,26,53,11
742708,Joel,Mary,Ohio,82,88,76,53,57
603085,Morgan,Amber,Maine,50,87,65,83,90
338862,Sara,Peter,Hawaii,34,61,83,2,15
170485,Kathleen,Madison,Indiana,91,25,55,100,87
860023,Denise,Amber,Colorado,53,50,28,87,22
718781,Cassandra,Joan,Utah,75,4,9,64,93
252303,Brendan,Holly,South Dakota,47,99,61,9,68
606400,Cheryl,Robert,Georgia,31,98,54,29,47
811186,Mark,Kyle,Ohio,22,54,51,84,81
365377,Anna,Angela,New Mexico,20,71,37,87,99
611120,Michael,David,Nebraska,51,28,90,71,45
368517,Kelly,Maria,Connecticut,77,21,78,87,77
399894,Laura,Morgan,North Carolina,75,22,5,3,36
858207,Albert,Laura,Maine,47,72,19,8,94
276695,Gilbert,Bill,Nebraska,13,97,12,45,64
426237,Richard,Jesse,Michigan,46,11,27,2,61
834737,Lori,Rachel,Florida,35,97,80,74,71
791313,Jacob,Heather,Michigan,19,37,42,29,48
585643,Catherine,William,Oklahoma,67,81,77,17,13
